"class","order","family","genus","sci_name","alt_names","tax_level","life_stage","trait_note","trait_confidence","depth_min","depth_max","temp_min","temp_max","temp_mean","vert_habitat","vert_habitat_2","vert_habitat_3","horz_habitat","horz_habitat_2","horz_habitat_3","habitat_note","habitat_note2","habitat_ref","habitat_url","habitat_ref2","habitat_url2","habitat_ref3","habitat_url3","habitat_ref4","habitat_url4","DemersPelag","diel_migrant","diel_note","diel_note2","diel_ref","diel_url","diel_ref2","diel_url2","diel_ref3","diel_url3","refuge","refuge_note","refuge_ref","refuge_url","refuge_ref2","refuge_url2","refuge_ref3","refuge_url3","refuge_ref4","refuge_url4","season_migrant","season_note","season_ref","season_url","season_ref2","season_url2","season_ref3","season_url3","AnaCat","body_shape","l_min","l_min_type","l_max","l_max_type","l_note","l_ref","l_url","l_ref2","l_url2","l_ref3","l_url3","l_ref4","l_url4","defense_spines_num","exoskeleton","exoskeleton_note","transparent","col_disrupt","col_disrupt_type","silver","countershade","countershade_silver_note","countershade_ref","countershade_url","silver_ref","silver_url","photophore_num","photophore_note","photophore_ref","photophore_url","photophore_ref2","photophore_url2","gregarious_original","gregarious","gregarious_2","gregarious_3","gregarious_note","gregarious_ref","gregarious_url","gregarious_ref2","gregarious_url2","gregarious_ref3","gregarious_url3","trophic_level","troph_lev_se","troph_estimate","IUCN_status","fisheries_status","recreational","addl_ref","addl_url","addl_ref2","addl_url2","addl_ref3","addl_url3","addl_ref4","addl_url4"
"Actinopterygii","Scorpaeniformes","Hexagrammidae","Ophiodon","Ophiodon elongatus","Ophiodon elongatus","species","adult","species level info, but not a lot out there","medium",0,475,4.5,8.6,5.9,"demersal","epipelagic",NA,"coastal","continental shelf","reef-associated",NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Ophiodon-elongatus.html","Fretwell, K. & Starzomski, B. Lingcod, Pacific cultus • Ophiodon elongatus. Biodiversity of the Central Coast https://www.centralcoastbiodiversity.org/lingcod-bull-ophiodon-elongatus.html (2014).","https://www.centralcoastbiodiversity.org/lingcod-bull-ophiodon-elongatus.html",NA,NA,NA,NA,"demersal",1,"Lingcod have also been seen moving into shallower waters at night to feed.",NA,"Adam, C., Reilly, B., Shannon, K. & Stuart, A. Ophiodon elongatus (Lingcod). Animal Diversity Web https://animaldiversity.org/accounts/Ophiodon_elongatus/ (2011).","https://animaldiversity.org/accounts/Ophiodon_elongatus/",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Both migratory and non-migratory populations exist","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Ophiodon-elongatus.html",NA,NA,NA,NA,"oceano-estuarine","fusiform",61,"TL",152,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Ophiodon-elongatus.html",NA,NA,NA,NA,NA,NA,30,0,NA,0,1,"pattern",0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"solitary","solitary",NA,NA,NA,"Adam, C., Reilly, B., Shannon, K. & Stuart, A. Ophiodon elongatus (Lingcod). Animal Diversity Web https://animaldiversity.org/accounts/Ophiodon_elongatus/ (2011).","https://animaldiversity.org/accounts/Ophiodon_elongatus/",NA,NA,NA,NA,4.5,0.6,"Species","NE","commercial",1,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Sciaenidae","Genyonemus","Genyonemus lineatus","Genyonemus lineatus","species","juvenile","almost nothing known","low",NA,183,7.7,18.1,10.7,"demersal","epipelagic",NA,"coastal",NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Genyonemus-lineatus.html",NA,NA,NA,NA,NA,NA,"benthopelagic",1,"Model results suggest that these fish are moving into shallower waters at night, which may be to forage and refuge more during the day presumably to avoid predation",NA,"Ahr, B., Farris, M. & Lowe, C. G. Habitat selection and utilization of white croaker (Genyonemus lineatus) in the Los Angeles and Long Beach Harbors and the development of predictive habitat use models. Marine Environmental Research 108, 1–13 (2015).","10.1016/j.marenvres.2015.04.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the paper doesnt specify if its either adults or juveniles that seasonally migrate so my assumption is that juveniles also do this",NA,NA,NA,NA,NA,NA,NA,"fusiform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"the paper doesnt specify if its either adults or juveniles that seasonally migrate so my assumption is that juveniles also do this",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC","minor commercial",1,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius productus",NA,"species","adult","species level info, but not a lot out there","medium",0,1000,7,12.6,8.6,"demersal","epipelagic","mesopelagic","continental shelf","continental slope","coastal","Wiki notes: It is a migratory offshore fish and undergoes a daily vertical migration from the surface to the seabed at depths down to about 1,000 m (3,300 ft). FishBase: Inhabit oceanic and coastal areas, but mainly on the continental shelf (Ref. 1371). Although often classified as demersal, the distribution and behavior suggest a largely pelagic existence (Ref. 1371). Adults live in large schools in waters overlying the continental shelf and slope except during the spawning season when they are found several hundred miles seaward (Ref. 1371). A nocturnal feeder (Ref. 6885) that feed on a variety of fishes and invertebrates (Ref. 1371). Important prey for sea lions and small cetaceans (Ref. 2850); also prey of dogfish (Ref. 11384).",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Merluccius-productus.html",NA,NA,NA,NA,NA,NA,"pelagic-neritic",1,"Hake undertake die! vertical migrations",NA,"Alton, M. S. & Nelson, M. O. Food of Pacific Hake, Meluccius productus, in Washington and Northern Oregon Coastal Waters. United States Department of the Interior - Pacific Hake 332, 35–42 (1970).","https://repository.library.noaa.gov/view/noaa/10172/noaa_10172_DS1.pdf#page=38",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Migrate seaward to spawn.",NA,NA,NA,NA,NA,NA,NA,"elongated",34,"TL",91,"TL","Female maturation","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Merluccius-productus.html","Bailey, K. M., Francis, R. C. & Stevens, P. R. The Life History and Fishery of Pacific Whiting, Merluccius productus. NWAFC Processed Report 82, 1–81 (1982).","https://repository.library.noaa.gov/view/noaa/9008",NA,NA,NA,NA,0,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"0","no luminous organs","Moore, J. A. Order Stephanoberyciformes: Melamphaidae - Bigscale fishes (ridgeheads). The living marine resources of the Western Central Pacific 1162–1177 (1998).","https://www.fao.org/3/y4161e/y4161e38.pdf",NA,NA,"schooling","schooling",NA,NA,"Adults live in large schools in waters overlying the continental shelf and slope except during the spawning season when they are found several hundred miles seaward","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Merluccius-productus.html","Cohen, D. M., Inada, T., Iwamoto, T. & Scialabba, N. FAO Species Catalogue - Vol. 10 Gadiform fishes of the world (Order Gadiformes) - An Annotated and Illustrated Catalogue of Cods, Hakes, Grenadiers and other Gadiform Fishes Known to Date. FAO Fisheries Synopsis 10, 1–442 (1990).","https://www.fao.org/3/T0243E/t0243e.pdf",NA,NA,4.35,0.69,"Species","LC","highly commercial",1,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Merluccius-productus.html","Bailey, K. M. Larval Transport and Recruitment of Pacific Hake Merluccius productus. Mar. Ecol. Prog. Ser. 6, 1–9 (1981).","10.3354/meps006001",NA,NA,NA,NA
"Actinopterygii","Aulopiformes","Paralepididae","Macroparalepis","Macroparalepis affinis",NA,"species","larva","almost nothing known, or species level info","low",NA,NA,NA,NA,NA,"epipelagic",NA,NA,"oceanic",NA,NA,"young mainly at the surface and to 200 m",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Macroparalepis-affinis.html",NA,NA,NA,NA,NA,NA,NA,0,"likely",NA,"Ardura, A., Morote, E., Kochzius, M. & Garcia-Vazquez, E. Diversity of planktonic fish larvae along a latitudinal gradient in the Eastern Atlantic Ocean estimated through DNA barcodes. PeerJ 4, 1–16 (2016).","10.7717/peerj.2438",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Possible due to temperate distribution, and seasonality inferred from family and distribution","Jones, R. Ecology of the barracudinas (Aulopiformes: Paralepididae), a ubiquitous but understudied mesopelagic predatory fish family, in the Gulf of Mexico. Florida Atlantic University 1–192 (2018).","https://www.proquest.com/docview/2118498337?pq-origsite=gscholar&fromopenview=true",NA,NA,NA,NA,NA,"elongated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC","none",0,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus","Arnoglossus imperialis",NA,"species","adult","almost nothing known","low",20,350,9.8,19.2,11.7,"benthic","demersal",NA,"continental shelf","coastal","oceanic",NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Arnoglossus-imperialis.html",NA,NA,NA,NA,NA,NA,"demersal",1,"caught in bottom and pelagic trawls at different times of day","demersal, found on sandy and muddy bottoms or substrates","Arnoglossus imperialis. Wikipedia https://en.wikipedia.org/w/index.php?title=Arnoglossus_imperialis&oldid=1153643889 (2023).","https://en.wikipedia.org/w/index.php?title=Arnoglossus_imperialis&oldid=1153643889",NA,NA,NA,NA,1,"benthos",NA,NA,NA,NA,NA,NA,NA,NA,1,"Based on genus, related species, A. lanterna has short summer spawning season","Vinagre, C., Máguas, C., Cabral, H. N. & Costa, M. J. Nekton migration and feeding location in a coastal area – A stable isotope approach. Estuarine, Coastal and Shelf Science 91, 544–550 (2011).","10.1016/j.ecss.2010.12.011",NA,NA,NA,NA,NA,"depressiform",6,"TL",25,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Arnoglossus-imperialis.html","Ilkyaz, A. T., Metin, G., Soykan, O. & Kinacigil, H. T. Spawning Season, First Maturity length and Age of 21 Fish Species from the Cenral Aegean Sea, Turkey. Turk. J. Fish. Aquat. Sci. 18, 211–216 (2018).","10.4194/1303-2712-v18_1_24","İlkyaz, A., Metin, G., Soykan, O. & Kinacigil, H. T. Age, Growth, and Reproduction of Mediterranean Scaldfish, Arnoglossus laterna (Actinopterygii: Pleuronectiformes: Bothidae), in the East-Central Aegean Sea. Acta Ichthyologica Et Piscatoria 47, 53–61 (2017).","10.3750/AIEP/02051","Gibson, R. N. & Ezzi, I. A. The biology of the scaldfish, Arnoglossus laterna (Walbaum) on the west coast of Scotland. Journal of Fish Biology 17, 565–575 (1980).","10.1111/j.1095-8649.1980.tb02788.x",0,0,NA,0,1,"pattern",0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"solitary","solitary",NA,NA,"flatfish in general do not form schools","Encyclopedia.com. Flatfishes: Pleuronectiformes. Encyclopedia.com https://www.encyclopedia.com/science/encyclopedias-almanacs-transcripts-and-maps/flatfishes-pleuronectiformes (2019).","https://www.encyclopedia.com/science/encyclopedias-almanacs-transcripts-and-maps/flatfishes-pleuronectiformes",NA,NA,NA,NA,3.84,0.6,"Species","LC","commercial",0,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Arnoglossus-imperialis.html","Fishes of Australia. Fishes of Australia - Museums Victoria https://fishesofaustralia.net.au/ (2023).","http://fishesofaustralia.net.au/home/order/36",NA,NA,NA,NA
"Actinopterygii","Perciformes","Centrolophidae","Icichthys","Icichthys lockingtoni",NA,"species","adult","species level info, but not a lot out there","medium",0,900,0.9,12,6.6,"epipelagic","mesopelagic",NA,"oceanic",NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Icichthys-lockingtoni.html",NA,NA,NA,NA,NA,NA,"pelagic-oceanic",1,NA,NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y","Neilson, J. D. & Perry, R. I. Diel Vertical Migrations of Marine Fishes: an Obligate or Facultative Process? Advances in Marine Biology 26, 115–168 (1990).","https://www.sciencedirect.com/science/article/pii/S006528810860200X",NA,NA,0,NA,"Abe, T. Unusual occurrences of several species of boreal amphipacific and bathypelagic fishes in Sagami Bay and adjoining waters during the first half of 1963, a cold water season in southern Japan. Bulletin of Tokai Regional Fisheries Research Laboratory 37, 27–34 (1963).","https://cir.nii.ac.jp/crid/1572543024730150656","Haedrich, R. L. The stromateoid fish genus Icichthys: notes and a new species. Videnskabelige Meddelelser fra Dansk naturhistorisk Forening i Kjøbenhavn 129, 199–213 (1966).","https://cir.nii.ac.jp/crid/1573387449660279168","Fitch, J. E. & Lavenberg, R. J. Deep-water fishes of California. California Natural History Guides 25, (1968).","https://archive.org/details/deepwaterteleost00fitc/mode/2up","Okamoto, M., Ida, H., Sugisaki, H. & Kurita, Y. Larval and juvenile development of the medusafish, Icichthys lockingtoni (Perciformes: Centrolophidae), from the Northwest Pacific, and a comparison with Northeast Pacific larval and juvenile forms. Ichthyol Res 49, 93–96 (2002).","10.1007/s102280200012",1,"Oceanodromous & mesopelagic predator",NA,NA,NA,NA,NA,NA,NA,"fusiform",4.22,"SL",46,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Icichthys-lockingtoni.html",NA,NA,NA,NA,NA,NA,6,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"shoaling","shoaling",NA,NA,"adults and juveniles have been collected by towing nets","Okamoto, M., Ida, H., Sugisaki, H. & Kurita, Y. Larval and juvenile development of the medusafish, Icichthys lockingtoni (Perciformes: Centrolophidae), from the Northwest Pacific, and a comparison with Northeast Pacific larval and juvenile forms. Ichthyol Res 49, 93–96 (2002).","10.1007/s102280200012",NA,NA,NA,NA,3.71,0.33,"Species","NE","none",0,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Icichthys-lockingtoni.html","Doyle, M. J. Neustonic Ichthyoplankton in the Northern Region of the California Current Ecosystem. CalCOFI Report 33, 141–161 (1992).","http://www.calcofi.com/publications/calcofireports/v33/Vol_33_Doyle.pdf","Jordan, D. S. Note on Icichthys lockingtoni Jordan and Gilbert, a pelagic fish from California. Proceedings of the United States National Museum 63, 1–4 (1923).","https://repository.si.edu/bitstream/handle/10088/15271/1/USNMP-63_2472_1923.pdf",NA,NA
"Actinopterygii","Perciformes","Centrolophidae","Icichthys","Icichthys lockingtoni",NA,"species","juvenile","almost nothing known","low",0,900,0.9,12,6.6,"epipelagic","mesopelagic",NA,"coastal",NA,NA,"Young are abundant offshore, often among jellyfish",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Icichthys-lockingtoni.html",NA,NA,NA,NA,NA,NA,"pelagic-oceanic",1,NA,NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Oceanodromous & mesopelagic predator",NA,NA,NA,NA,NA,NA,NA,"fusiform",1.95,"TL",4.22,"SL",NA,"Okamoto, M., Ida, H., Sugisaki, H. & Kurita, Y. Larval and juvenile development of the medusafish, Icichthys lockingtoni (Perciformes: Centrolophidae), from the Northwest Pacific, and a comparison with Northeast Pacific larval and juvenile forms. Ichthyol Res 49, 93–96 (2002).","10.1007/s102280200012",NA,NA,NA,NA,NA,NA,1,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"shoaling","shoaling",NA,NA,"adults and juveniles have been collected by towing nets","Okamoto, M., Ida, H., Sugisaki, H. & Kurita, Y. Larval and juvenile development of the medusafish, Icichthys lockingtoni (Perciformes: Centrolophidae), from the Northwest Pacific, and a comparison with Northeast Pacific larval and juvenile forms. Ichthyol Res 49, 93–96 (2002).","10.1007/s102280200012",NA,NA,NA,NA,NA,NA,NA,"NE","none",0,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Icichthys-lockingtoni.html","Doyle, M. J. Neustonic Ichthyoplankton in the Northern Region of the California Current Ecosystem. CalCOFI Report 33, 141–161 (1992).","http://www.calcofi.com/publications/calcofireports/v33/Vol_33_Doyle.pdf",NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes babcocki","Sebastes babcocki","species","juvenile","almost nothing known","low",49,625,3.7,7.1,5.5,"epipelagic","demersal","mesopelagic","coastal",NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-babcocki.html",NA,NA,NA,NA,NA,NA,"demersal",0,"Different accounts, evidence for rockfish larval diel migration by Auth & Brodeur; but likely varies by species and Sakuma found little evidence",NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y","Stockhausen, W. T. & Hermann, A. J. Modeling Larval Dispersion of Rockfish: A Tool for Marine Reserve Design? Biology, Assessment, and Management of North Pacific Rockfishes 251–273 (2007).","https://www.pmel.noaa.gov/foci/publications/2007/stoc0609.pdf",NA,NA,0,"pelagic","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-babcocki.html",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"fusiform",NA,NA,34,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-babcocki.html",NA,NA,NA,NA,NA,NA,1,0,NA,0,1,"stripes",0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"planktonic","schooling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE","none",0,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes babcocki","Sebastes babcocki","species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"epipelagic",NA,NA,"coastal",NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-babcocki.html",NA,NA,NA,NA,NA,NA,"demersal",1,"Different accounts, evidence for rockfish larval diel migration by Auth & Brodeur; but likely varies by species and Sakuma found little evidence",NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y","Stockhausen, W. T. & Hermann, A. J. Modeling Larval Dispersion of Rockfish: A Tool for Marine Reserve Design? Biology, Assessment, and Management of North Pacific Rockfishes 251–273 (2007).","https://www.pmel.noaa.gov/foci/publications/2007/stoc0609.pdf",NA,NA,0,"pelagic","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-babcocki.html",NA,NA,NA,NA,NA,NA,1,"spawn in May and larvae are planktonic","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-babcocki.html",NA,NA,NA,NA,NA,"fusiform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"planktonic","schooling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE","none",0,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes dallii","Sebastes dallii","species","juvenile","almost nothing known","low",18,256,9.7,14.8,10.8,"epipelagic",NA,NA,"coastal","continental shelf","intertidal",NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-dallii.html","CDFW. California Department of Fish and Wildlife https://wildlife.ca.gov/ (2023).","https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=34244",NA,NA,NA,NA,"demersal",0,"Different accounts, evidence for rockfish larval diel migration by Auth & Brodeur; but likely varies by species and Sakuma found little evidence",NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y","Stockhausen, W. T. & Hermann, A. J. Modeling Larval Dispersion of Rockfish: A Tool for Marine Reserve Design? Biology, Assessment, and Management of North Pacific Rockfishes 251–273 (2007).","https://www.pmel.noaa.gov/foci/publications/2007/stoc0609.pdf",NA,NA,0,"pelagic","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-dallii.html",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"fusiform",2,"SL",9,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-dallii.html","Moser, H. G. & Butler, J. L. Description of reared larvae and early juveniles of the calico rockfish, Sebastes dallii. CalCOFI Report 22, 88–95 (1981).","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1064.1880&rep=rep1&type=pdf",NA,NA,NA,NA,1,0,NA,0,1,"pattern",0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"planktonic","schooling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE","none",0,"National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes elongatus","Sebastes elongatus","species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"epipelagic",NA,NA,"coastal","continental shelf",NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-elongatus.html",NA,NA,NA,NA,NA,NA,"demersal",1,"Different accounts, evidence for rockfish larval diel migration by Auth & Brodeur; but likely varies by species and Sakuma found little evidence",NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y","Stockhausen, W. T. & Hermann, A. J. Modeling Larval Dispersion of Rockfish: A Tool for Marine Reserve Design? Biology, Assessment, and Management of North Pacific Rockfishes 251–273 (2007).","https://www.pmel.noaa.gov/foci/publications/2007/stoc0609.pdf",NA,NA,0,"pelagic","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-elongatus.html",NA,NA,NA,NA,NA,NA,1,"spawn from January to July with a peak in April and larvae are planktonic","National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,"fusiform",0.05,"TL",NA,NA,"no length type given for min","National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"planktonic","schooling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE","none",0,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes emphaeus","Sebastes emphaeus","species","juvenile","almost nothing known","low",0,366,5.6,9.1,6.9,"epipelagic",NA,NA,"reef-associated","coastal",NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-emphaeus.html",NA,NA,NA,NA,NA,NA,"reef-associated",0,"Different accounts, evidence for rockfish larval diel migration by Auth & Brodeur; but likely varies by species and Sakuma found little evidence",NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y","Stockhausen, W. T. & Hermann, A. J. Modeling Larval Dispersion of Rockfish: A Tool for Marine Reserve Design? Biology, Assessment, and Management of North Pacific Rockfishes 251–273 (2007).","https://www.pmel.noaa.gov/foci/publications/2007/stoc0609.pdf",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"fusiform",NA,NA,12.2,"FL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-emphaeus.html",NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"planktonic","schooling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE","none",0,NA,NA,NA,NA,NA,NA,NA,NA
