"class","order","family","genus","sci_name","alt_names","tax_level","life_stage","trait_note","trait_confidence","depth_min","depth_max","temp_min","temp_max","temp_mean","vert_habitat","vert_habitat_2","vert_habitat_3","vert_ordinal","vert_benthic","vert_demersal","vert_epipelagic","vert_mesopelagic","vert_bathypelagic","horz_habitat","horz_habitat_2","horz_habitat_3","horz_ordinal","horz_intertidal","horz_reef","horz_coastal","horz_continental_shelf","horz_continental_slope","horz_oceanic","habitat_note","habitat_note2","habitat_ref","habitat_url","habitat_ref2","habitat_url2","habitat_ref3","habitat_url3","habitat_ref4","habitat_url4","DemersPelag","diel_migrant","diel_note","diel_note2","diel_ref","diel_url","diel_ref2","diel_url2","diel_ref3","diel_url3","refuge","refuge_note","refuge_ref","refuge_url","refuge_ref2","refuge_url2","refuge_ref3","refuge_url3","refuge_ref4","refuge_url4","season_migrant","season_note","season_ref","season_url","season_ref2","season_url2","season_ref3","season_url3","AnaCat","gregarious_original","gregarious","gregarious_2","gregarious_3","gregarious_ordinal","gregarious_solitary","gregarious_shoaling","gregarious_schooling","gregarious_note","gregarious_ref","gregarious_url","gregarious_ref2","gregarious_url2","gregarious_ref3","gregarious_url3","addl_ref","addl_url","addl_ref2","addl_url2","addl_ref3","addl_url3","addl_ref4","addl_url4"
"Actinopterygii","Perciformes","Centrolophidae","Centrolophus","Centrolophus niger",NA,"species","juvenile","almost nothing known","low",40,1050,2.7,11.9,7,"epipelagic",NA,NA,3,0,0,1,0,0,"oceanic",NA,NA,6,0,0,0,0,0,1,"An oceanic, epipelagic or mesopelagic species (Ref. 6942). Juveniles occurring in surface waters (Ref. 4542) and associated with pelagic medusas and salps (Ref. 4410), adults found deeper (Ref. 4542). May form small schools. Appears to feed on whatever is available, small fish, squid, large pelagic crustaceans, and other plankton. Can be demersal and caught in otter trawls; Halliday & Scott (1969)",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Centrolophus-niger.html","Halliday, R. G. & Scott, W. B. Records of Mesopelagic and Other Fishes from the Canadian Atlantic with Notes on their Distribution. J. Fish. Res. Bd. Can. 26, 2691–2702 (1969).","10.1139/f69-261",NA,NA,NA,NA,NA,1,"likely",NA,"Bañón, R., Alonso-Fernández, A., Quigley, D. T. G., Miranda, A. & Arronte, J. C. Unusual shallow inshore records of Cornish blackfish Schedophilus medusophagus (Stromateoidei: Centrolophidae) from Galician waters (NW Spain). Cahiers de Biologie Marine 53, 271–277 (2012).",NA,NA,NA,NA,NA,1,"associated with flotsam, or FADs","Deudero, S., Merella, P., Morales-Nin, B., Massutí, E. & Alemany, F. Fish communities associated with FADs. Scientia Marina 63, 199–207 (1999).","10.3989/scimar.1999.63n3-4199",NA,NA,NA,NA,NA,NA,1,"Oceanodromous & mesopelagic predator",NA,NA,NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,3,0,0,1,NA,"IUCN Red List. IUCN Red List of Threatened Species https://www.iucnredlist.org/en (2023).","https://www.iucnredlist.org/species/198571/21914161",NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Centrolophus-niger.html",NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trachurus",NA,"species","adult","species level info, but not a lot out there","medium",0,1050,10.6,16.6,13.3,"epipelagic",NA,NA,3,0,0,1,0,0,"coastal","continental shelf",NA,3,0,0,1,1,0,0,"Coastal epipelagic selected = most commonly occurs midwater over continental shelf waters","Adults form large schools in coastal areas with sandy substrate.","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Trachurus-trachurus.html",NA,NA,NA,NA,NA,NA,"pelagic-neritic",1,"The vertical distribution and migration of the Cape horse mackerel Trachurus trachurus capensis were investigated on the basis of midwater and bottom trawl collections taken over diel cycles at two sites on South Africa's south coast.",NA,"Barange, M., Pillar, SC., Huse, I. & Hutchings, L. Vertical migration, catchability and acoustic assessment of semi-pelagic Cape horse mackerel Trachurus trachurus capensis in the southern Benguela. African Journal of Marine Science 27, 459–469 (2005).","10.2989/18142320509504104",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Spawn South in the Spring or Summer and migrate North.",NA,NA,NA,NA,NA,NA,"oceanodromous","schooling","schooling",NA,NA,3,0,0,1,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Trachurus-trachurus.html",NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Trachurus-trachurus.html",NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trachurus",NA,"species","juvenile","species level info, but not a lot out there","medium",0,1050,10.6,16.6,13.3,"epipelagic",NA,NA,3,0,0,1,0,0,"coastal","continental shelf",NA,3,0,0,1,1,0,0,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Trachurus-trachurus.html",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Barange, M., Pillar, SC., Huse, I. & Hutchings, L. Vertical migration, catchability and acoustic assessment of semi-pelagic Cape horse mackerel Trachurus trachurus capensis in the southern Benguela. African Journal of Marine Science 27, 459–469 (2005).","10.2989/18142320509504104",NA,NA,NA,NA,1,"The young sometimes seek shelter under jellyfishes and often occur with shoals of juvenile herrings.","Vandendriessche, S., Messiaen, M., O’Flynn, S., Vincx, M. & Degraer, S. Hiding and feeding in floating seaweed: Floating seaweed clumps as possible refuges or feeding grounds for fishes. Estuarine, Coastal and Shelf Science 71, 691–703 (2007).","10.1016/j.ecss.2006.09.017",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,3,0,0,1,NA,"Takahashi, K., Masuda, R. & Yamashita, Y. Development of observational learning during school formation in jack mackerel Trachurus japonicus juveniles. Behavioural Processes 103, 52–57 (2014).","10.1016/j.beproc.2013.10.012",NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Trachurus-trachurus.html",NA,NA,NA,NA,NA,NA
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops","Lestidiops sphyrenoides",NA,"species","adult","almost nothing known, or species level info","low",50,600,13.1,15.7,14.2,"mesopelagic","epipelagic",NA,4,0,0,1,1,0,"oceanic",NA,NA,6,0,0,0,0,0,1,"Epipelagic to mesopelagic, juveniles collected in the upper 400 m",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Lestidiops-sphyrenoides.html",NA,NA,NA,NA,NA,NA,"mesopelagic",1,"likely","Barracudinas are not thought to participate in diel vertical migration.","Barracudina. Wikipedia https://en.wikipedia.org/w/index.php?title=Barracudina&oldid=1149959285 (2023).","https://en.wikipedia.org/w/index.php?title=Barracudina&oldid=1149959285",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"seasonal spawning","Siapatis, A. & Somarakis, S. II. 3. Early Life History of Fish. State of Hellenic Fisheries 54–61 (2007).","https://okeanos-dspace.hcmr.gr/xmlui/bitstream/handle/123456789/103/Fisheries.pdf?sequence=1#page=55",NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,3,0,0,1,"Taken at genus level","Khoruzhiy, A. A. Features of species composition and abundance of the nekton community in the upper epipelagic layer of the Northwest Pacific in early summer. Russ J Mar Biol 37, 533–548 (2011).","10.1134/S1063074011070030",NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Lestidiops-sphyrenoides.html","Harry, R. R. Studies on the Bathypelagic Fishes of the Family Paralepididae. 1. Survey of the Genera. Pacific Science 7, 219–249 (1953).","https://scholarspace.manoa.hawaii.edu/server/api/core/bitstreams/ca377684-7d3c-4a3f-86a5-fec929c5ba79/content",NA,NA,NA,NA
"Actinopterygii","Perciformes","Carangidae","Trachinotus","Trachinotus ovatus",NA,"species","juvenile","species level info, but not a lot out there","medium",50,200,9.8,17.3,13.9,"epipelagic",NA,NA,3,0,0,1,0,0,"coastal","estuarine",NA,3,0,0,1,0,0,0,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Trachinotus-ovatus.html",NA,NA,NA,NA,NA,NA,"pelagic-neritic",0,"unlikely, coastal pelagic",NA,"Batistić, M. et al. Diet and diel feeding activity of juvenile pompano (Trachinotus ovatus) (Teleostei: Carangidae) from the southern Adriatic, Croatia. Journal of the Marine Biological Association of the United Kingdom 85, 1533–1534 (2005).","10.1017/S0025315405012749",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"seasonal abundance","Santos, R. S. & Nash, R. D. M. Seasonal changes in a sandy beach fish assemblage at Porto Pim, Faial, Azores. Estuarine, Coastal and Shelf Science 41, 579–591 (1995).","10.1016/0272-7714(95)90028-4",NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Trachinotus-ovatus.html",NA,NA,NA,NA,NA,NA
"Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus","Anotopterus nikparini",NA,"species","adult","species level info, but not a lot out there","medium",0,2750,1.4,15.3,5.7,"mesopelagic","bathypelagic","epipelagic",4,0,0,1,1,1,"oceanic",NA,NA,6,0,0,0,0,0,1,"commonly found at 0–700 m, more likely for albacore to have encountered it there",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Anotopterus-nikparini.html",NA,NA,NA,NA,NA,NA,"bathypelagic",1,"Described for genus, A. pharao",NA,"Beamish, R. J. et al. The ecology, distribution, and abundance of midwater fishes of the Subarctic Pacific gyres. Progress in Oceanography 43, 399–442 (1999).","10.1016/S0079-6611(99)00017-8",NA,NA,NA,NA,0,"unlikely, pelagic",NA,NA,NA,NA,NA,NA,NA,NA,1,"basing it off of Anotopterus pharao",NA,NA,NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,3,0,0,1,"Found in trawls in schooling to shoaling sized aggregations","Beamish, R. J. et al. The ecology, distribution, and abundance of midwater fishes of the Subarctic Pacific gyres. Progress in Oceanography 43, 399–442 (1999).","10.1016/S0079-6611(99)00017-8",NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Anotopterus-nikparini.html","Welch, D. W. & Pankhurst, P. M. Visual morphology and feeding behaviour of the daggertooth. Journal of Fish Biology 58, 1427–1437 (2001).","10.1111/j.1095-8649.2001.tb02297.x",NA,NA,NA,NA
"Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus","Anotopterus nikparini",NA,"species","juvenile","almost nothing known about juvenile life stages","low",0,2750,1.4,15.3,5.7,"mesopelagic","bathypelagic","epipelagic",4,0,0,1,1,1,"oceanic",NA,NA,6,0,0,0,0,0,1,"commonly found at 0–700 m, more likely for albacore to have encountered it there",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Anotopterus-nikparini.html",NA,NA,NA,NA,NA,NA,NA,1,"Described for genus, A. pharao",NA,"Beamish, R. J. et al. The ecology, distribution, and abundance of midwater fishes of the Subarctic Pacific gyres. Progress in Oceanography 43, 399–442 (1999).","10.1016/S0079-6611(99)00017-8",NA,NA,NA,NA,0,"unlikely, pelagic",NA,NA,NA,NA,NA,NA,NA,NA,1,"basing it off of Anotopterus pharao",NA,NA,NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,3,0,0,1,"Found in trawls in schooling to shoaling sized aggregations","Beamish, R. J. et al. The ecology, distribution, and abundance of midwater fishes of the Subarctic Pacific gyres. Progress in Oceanography 43, 399–442 (1999).","10.1016/S0079-6611(99)00017-8",NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Anotopterus-nikparini.html","Welch, D. W. & Pankhurst, P. M. Visual morphology and feeding behaviour of the daggertooth. Journal of Fish Biology 58, 1427–1437 (2001).","10.1111/j.1095-8649.2001.tb02297.x",NA,NA,NA,NA
"Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus","Anotopterus pharao",NA,"species","adult","species level info, but not a lot out there","medium",0,5100,3.2,8.4,3.9,"mesopelagic","bathypelagic",NA,4,0,0,0,1,1,"oceanic",NA,NA,6,0,0,0,0,0,1,"large adults caught mainly in boreal and sub-arctic waters.",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Anotopterus-pharao.html",NA,NA,NA,NA,NA,NA,"bathypelagic",1,"Described for genus, A. pharao",NA,"Beamish, R. J. et al. The ecology, distribution, and abundance of midwater fishes of the Subarctic Pacific gyres. Progress in Oceanography 43, 399–442 (1999).","10.1016/S0079-6611(99)00017-8",NA,NA,NA,NA,0,"unlikely, pelagic",NA,NA,NA,NA,NA,NA,NA,NA,1,"Epi-mesopelagic and deeper. Adults live in cold Arctic waters and migrate into more temperate to spawn. Juveniles return to high latitudes to mature and feed.","Simpson, R. Anotopterus pharao. Fishes of the Western Atlantic http://watlfish.com/species/anotopteridae/archives/2013/03/14/anotopterus-pharao/ (2011).","http://watlfish.com/species/anotopteridae/archives/2013/03/14/anotopterus-pharao/",NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,3,0,0,1,"Found in trawls in schooling to shoaling sized aggregations","Beamish, R. J. et al. The ecology, distribution, and abundance of midwater fishes of the Subarctic Pacific gyres. Progress in Oceanography 43, 399–442 (1999).","10.1016/S0079-6611(99)00017-8",NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Anotopterus-pharao.html",NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Malacanthidae","Caulolatilus","Caulolatilus princeps","Caulolatilus princeps; Caulolatilus affinis Hildebrand, 1946; Dekaya anomala Cooper, 1863; Latilus princeps Jenyns, 1840","species","adult","decent - species level info","high",10,91,15.8,25.6,19,"demersal","epipelagic","mesopelagic",2,0,1,1,1,0,"reef-associated","coastal",NA,2,0,1,1,0,0,0,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Caulolatilus-princeps.html",NA,NA,NA,NA,NA,NA,"reef-associated",1,"""Fish were active during the day, foraging over sand habitat at depths averaging 21 ± 8 m, but were inactive at night, taking refuge near rocky reefs at depths averaging 15 ± 7 m.""",NA,"Bellquist, L. F., Lowe, C. G. & Caselle, J. E. Fine-scale movement patterns, site fidelity, and habitat selection of ocean whitefish (Caulolatilus princeps). Fisheries Research 91, 325–335 (2008).","10.1016/j.fishres.2007.12.011",NA,NA,NA,NA,1,"""inactive at night, taking refuge near rocky reefs""","Bellquist, L. F., Lowe, C. G. & Caselle, J. E. Fine-scale movement patterns, site fidelity, and habitat selection of ocean whitefish (Caulolatilus princeps). Fisheries Research 91, 325–335 (2008).","10.1016/j.fishres.2007.12.011",NA,NA,NA,NA,NA,NA,0,"""Approximately 75% of these fish exhibited long-term (1 year) fidelity to home ranges in the study area""","Bellquist, L. F., Lowe, C. G. & Caselle, J. E. Fine-scale movement patterns, site fidelity, and habitat selection of ocean whitefish (Caulolatilus princeps). Fisheries Research 91, 325–335 (2008).","10.1016/j.fishres.2007.12.011",NA,NA,NA,NA,NA,"solitary and solitary","shoaling","solitary",NA,2,1,1,0,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Caulolatilus-princeps.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus symmetricus",NA,"species","adult","species level info, but not a lot out there","medium",0,400,7,16.2,9.2,"epipelagic",NA,NA,3,0,0,1,0,0,"oceanic","continental shelf",NA,6,0,0,0,1,0,1,"Coastal epipelagic selected = most commonly occurs midwater over continental shelf waters","Adults are often found offshore, up to 500 miles from the coast","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Trachurus-symmetricus.html",NA,NA,NA,NA,NA,NA,"pelagic-oceanic",1,"Diel feeding behaviour is therefore a key factor in the aggregating behaviour of jack mackerel and its vulnerability to the purse-seine fishery that targets these nocturnal aggregations.",NA,"Bertrand, A. et al. Diel vertical behaviour, predator–prey relationships, and occupation of space by jack mackerel (Trachurus murphyi) off Chile. ICES Journal of Marine Science 61, 1105–1112 (2004).","10.1016/j.icesjms.2004.06.010",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Large individuals move inshore and north in the summer.","Pacific jack mackerel. Wikipedia https://en.wikipedia.org/w/index.php?title=Pacific_jack_mackerel&oldid=1101558881 (2022).","https://en.wikipedia.org/w/index.php?title=Pacific_jack_mackerel&oldid=1101558881",NA,NA,NA,NA,"oceanodromous","schooling","schooling",NA,NA,3,0,0,1,NA,"Bertrand, A., Barbieri, M. A., Gerlotto, F., Leiva, F. & Córdova, J. Determinism and plasticity of fish schooling behaviour as exemplified by the South Pacific jack mackerel Trachurus murphyi. Marine Ecology Progress Series 311, 145–156 (2006).","10.3354/meps311145",NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Trachurus-symmetricus.html",NA,NA,NA,NA,NA,NA
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Lyopsetta","Lyopsetta exilis","Lyopsetta exilis; Eopsetta exilis (Jordan & Gilbert, 1880); Hippoglossoides exilis Jordan & Gilbert, 1882","species","larva","species level info, but not a lot out there","medium",NA,NA,NA,NA,NA,"epipelagic",NA,NA,3,0,0,1,0,0,"continental shelf",NA,NA,4,0,0,0,1,0,0,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Lyopsetta-exilis.html","Auth, T. D. & Brodeur, R. D. Distribution and community structure of ichthyoplankton off the coast of Oregon, USA, in 2000 and 2002. Mar. Ecol. Prog. Ser. 319, 199–213 (2006).","10.3354/meps319199",NA,NA,NA,NA,"bathydemersal",1,NA,NA,"Boehlert, G. W., Gadomski, D. M. & Mundy, B. C. Vertical distribution of ichthyoplankton off the Oregon coast in spring and summer months. Fishery Bulletin 83, 611–621 (1985).","https://books.google.ca/books?hl=en&lr=&id=GiQEAQAAIAAJ&oi=fnd&pg=RA10-PA25&dq=Boehlert,+G.W.,+D.M.+Gadomski,+and+B.C.+Mundy.+1985.+Vertical+distribution+of+ichthyoplankton+off+the+Oregon+coast+in+Spring+and+Summer+months.+Fishery+Bulletin,+83(4):611-621.&ots=oCO9MFSIuh&sig=o0UCjWHwbnxbGw-MSBF4EIncHiA&redir_esc=y#v=onepage&q&f=false",NA,NA,NA,NA,0,"pelagic","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Lyopsetta-exilis.html",NA,NA,NA,NA,NA,NA,1,"larval abundance appears to fluxuate seasonally","Auth, T. D. & Brodeur, R. D. Distribution and community structure of ichthyoplankton off the coast of Oregon, USA, in 2000 and 2002. Mar. Ecol. Prog. Ser. 319, 199–213 (2006).","10.3354/meps319199",NA,NA,NA,NA,NA,"planktonic","schooling",NA,NA,3,0,0,1,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Lyopsetta-exilis.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis punctipinnis",NA,"species","adult","species level info, but not a lot out there","medium",2,46,12.9,19.2,16.7,"demersal","epipelagic",NA,2,0,1,1,0,0,"reef-associated",NA,NA,2,0,1,0,0,0,0,"Reef-associated selected = most reef associated species in this dataset blend from demersal to mid-water column, and the fact that they occur exclusively on reef is what matters most to our analyses.",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Chromis-punctipinnis.html",NA,NA,NA,NA,NA,NA,"reef-associated",0,"Reef-scale DVM but not true DVM, water column by day, benthos by night","At dawn the emerge from their shelter and migrate it midwater to feed until dusk, then migrate back down to their shelter. I'm not sure if this would be defined as diel migration.","Bray, R. N., Miller, A. C. & Geesey, G. G. The Fish Connection: A Trophic Link Between Planktonic and Rocky Reef Communities? Science 214, 204–205 (1981).","10.1126/science.214.4517.204",NA,NA,NA,NA,1,"reef-associated",NA,NA,NA,NA,NA,NA,NA,NA,0,"abundant year round, however spawn seasonally","Limbaugh, C. Notes on the Life History of Two Californian Pomacentrids: Garibaldis, Hypsypops rubicunda (Girard), and Blacksmiths, Chromis punctipinnis (Cooper). Pacific Science 18, 41–50 (1964).","https://scholarspace.manoa.hawaii.edu/server/api/core/bitstreams/d858ef9b-edf8-40a9-8a24-fd21b94e10f5/content",NA,NA,NA,NA,"non-migratory","schooling","schooling","shoaling",NA,3,0,1,1,"""young school in open ocean""","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Chromis-punctipinnis.html",NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Chromis-punctipinnis.html",NA,NA,NA,NA,NA,NA
"Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka; Hypsifario kennerlyi (Suckley, 1861); Oncorhynchus adonis Jordan & McGregor in Jordan & Hubbs, 1925; Oncorhynchus nerka kennerlyi (Suckley, 1861); Salmo kennerlyi Suckley, 1861; Salmo nerka Walbaum, 1792; Salmo paucidens Richardson, 1837","species","juvenile","decent - species level info","high",0,250,1,8.4,4.2,"epipelagic","demersal",NA,3,0,1,1,0,0,"coastal","freshwater","oceanic",3,0,0,1,0,0,1,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Oncorhynchus-nerka.html",NA,NA,NA,NA,NA,NA,"pelagic-oceanic",1,"driven by feeding opportunity",NA,"Brett, J. R. Life Energetics of Sockeye Salmon, Oncorhynchus nerka. Behavioral Energetics - The Cost of Survival in Vertebrates 29–63 (1983).","https://kb.osu.edu/bitstream/handle/1811/6196/BEHAVIORAL_ENERGETICS.pdf?sequence=1#page=45",NA,NA,NA,NA,0,"pelagic","Ferriss, B. E., Trudel, M. & Beckman, B. R. Regional and inter-annual trends in marine growth of juvenile salmon in coastal pelagic ecosystems of British Columbia, Canada. Mar. Ecol. Prog. Ser. 503, 247–261 (2014).","10.3354/meps10726",NA,NA,NA,NA,NA,NA,1,"migrate from streams or lakes out to sea","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Oncorhynchus-nerka.html",NA,NA,NA,NA,"anadromous","schooling","schooling",NA,NA,3,0,0,1,NA,"Hoar, W. S. The Behaviour of Juvenile Pacific Salmon, with Particular Reference to the Sockeye (Oncorhynchus nerka). J. Fish. Res. Bd. Can. 11, 69–97 (1954).","10.1139/f54-009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes diploproa",NA,"species","adult","species level info, but not a lot out there on this species","medium",0,800,4.4,8.6,5.9,"demersal","epipelagic",NA,2,0,1,1,0,0,"continental shelf","coastal","reef-associated",4,0,1,1,1,0,0,"Continental demersal selected = most commonly found as site-attached over continental shelf and coastal reefs","Young-of-school school in epipelagic and midwater column. Common offshore, on soft bottoms (Ref. 2850). Young occur in shallow water, often at surface under drifting kelp","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-diploproa.html",NA,NA,NA,NA,NA,NA,"bathydemersal",0,"In rockfishes of the genus Sebastes, however, the majority of studies have revealed a dependence on hard bottom substrates, often with substantial vertical relief",NA,"Brodeur, R. D. & Pearcy, W. G. Food habits and dietary overlap of some shelf rockfishes (genus Sebastes) from the Northeastern Pacific Ocean. Fishery Bulletin 82, 269–293 (1984).","https://spo.nmfs.noaa.gov/sites/default/files/pdf-content/fish-bull/brodeur.pdf","Brodeur, R. D. Habitat-specific distribution of Pacific ocean perch (Sebastes alutus) in Pribilof Canyon, Bering Sea. Continental Shelf Research 21, 207–224 (2001).","10.1016/S0278-4343(00)00083-2",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"seasonal parturition","Westrheim, S. J. Reproduction, Maturation, and Identification of Larvae of some Sebastes (Scorpaenidae) Species in the Northeast Pacific Ocean. J. Fish. Res. Bd. Can. 32, 2399–2411 (1975).","10.1139/f75-277",NA,NA,NA,NA,NA,"solitary; loose aggregation","shoaling","solitary",NA,2,1,1,0,"While solitary individuals are usually found resting on the bottom, the schooling splitnoses occur well above the seafloor.","Alaska Fisheries Science Center. NOAA Fisheries https://www.fisheries.noaa.gov/region/alaska (2023).","https://www.afsc.noaa.gov/Rockfish-Game/description/splitnose.htm",NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-diploproa.html","Alaska Fisheries Science Center. NOAA Fisheries https://www.fisheries.noaa.gov/region/alaska (2023).","https://www.afsc.noaa.gov/rockfish-game/description/splitnose.htm",NA,NA,NA,NA
